treat,heat,id,time,t_water,t_air,posture,urine,mass_initial,mass_final,svl,population,feed,Snout,Eye,Head,Dorsum,Leg,Foot,Tail,jump,heat2
Thigmothermy,Cooling,AY18,440,18.3,18.2,0,0,7.667,7.6553,64.5,Ayamonte,2,-4.3,-5.2,-6.4,-7.8,,,-7.5,,2
Thigmothermy,Cooling,AY18,460,18.3,18.2,0,0,7.667,7.6553,64.5,Ayamonte,2,-4.5,-5.6,-6.7,-8.1,,,-7.8,,2
Thigmothermy,Cooling,AY18,480,18.3,18.2,0,0,7.667,7.6553,64.5,Ayamonte,2,-4.6,-5.7,-6.9,-8.4,,,-8.1,,2
Thigmothermy,Cooling,AY18,500,18.3,18.2,0,0,7.667,7.6553,64.5,Ayamonte,2,-4.7,-5.8,-7,-8.5,,,-8.2,,2
Thigmothermy,Cooling,AY18,520,18.3,18.2,0,0,7.667,7.6553,64.5,Ayamonte,2,,-6.1,-7.2,-8.7,-6.9,,-8.4,,2
Thigmothermy,Cooling,AY18,540,18.3,18.2,0.5,0,7.667,7.6553,64.5,Ayamonte,2,,,,,,,,,2
Thigmothermy,Cooling,AY18,560,18.3,18.2,0.5,0,7.667,7.6553,64.5,Ayamonte,2,,,,,,,,,2
Thigmothermy,Cooling,AY18,580,18.3,18.2,0.5,0,7.667,7.6553,64.5,Ayamonte,2,-5.2,-6.4,-7.6,-9,-7.4,,-9.2,,2
Thigmothermy,Cooling,AY18,600,18.3,18.2,1,0,7.667,7.6553,64.5,Ayamonte,2,,,,-9.2,,,-9.5,,2
Thigmothermy,Cooling,PT1,0,18.4,18.5,0.5,1,10.9363,10.8508,77.16,Portimao,2,0,0,0,0,0,0,0,,2
Thigmothermy,Cooling,PT1,20,18.4,18.5,0.5,1,10.9363,10.8508,77.16,Portimao,2,-1,-0.4,-0.1,0,-0.5,-4.9,-0.4,,2
Thigmothermy,Heating,EV19,60,35,19.5,0,0,11.6478,11.6269,82.07,Evora,2,4.5,0.6,0.6,0.7,3.4,7.7,1.8,,1
Thigmothermy,Heating,EV17,40,35.2,18.3,0,0,10.4821,10.4698,73.58,Evora,2,3,0.5,0.4,0.6,1.6,5.5,0.6,,1
Thigmothermy,Heating,PTB,40,35.4,19.3,0,0,11.7068,11.6489,78.17,Portimao,1,2.5,0.8,0.4,0.6,1,6.9,0.7,,1
Thigmothermy,Heating,TV16,160,35,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,6.8,3.5,3.9,3.9,3,6.4,5.5,,1
Thigmothermy,Heating,AY21,100,34.9,19.2,0,0,7.5546,7.5448,64.65,Ayamonte,1,2.4,1.8,2.4,2.6,2.8,6.4,3.6,,1
Thigmothermy,Heating,PT1,80,35.1,18.2,0,1,10.9363,10.8508,77.16,Portimao,2,3.3,1.3,0.9,1.1,1.6,6.5,2.3,,1
Thigmothermy,Heating,TV16,40,35,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,1.9,0.8,0.4,0.6,0.8,2.6,1.1,,1
Thigmothermy,Heating,TV10,40,35.3,19.4,0,0,6.4739,6.4549,68.33,Torres Vedras,1,3.6,0.5,0.8,0.6,2.9,5.7,2,,1
Thigmothermy,Cooling,PT1,200,18.4,18.6,0.5,1,10.9363,10.8508,77.16,Portimao,2,-5.8,-5.5,-4.2,-4.1,-7,-7.5,-5.6,,2
Thigmothermy,Cooling,PT1,220,18.4,18.6,0.5,1,10.9363,10.8508,77.16,Portimao,2,,,,-4.1,-6.3,-7.4,-7.1,,2
Thigmothermy,Cooling,PT1,240,18.4,18.6,0.5,1,10.9363,10.8508,77.16,Portimao,2,-5.3,-5,-4.9,-4.5,-5.5,-7.6,-6.4,,2
Thigmothermy,Heating,PT14,40,35,19.1,0.5,1,7.9894,7.9154,70.07,Portimao,2,0.9,,0.4,0.5,1.7,7,0.4,,1
Thigmothermy,Heating,AY19,60,34.8,19.1,0,0,10.8708,10.8531,77.85,Ayamonte,2,2.4,0.4,0.4,0.5,2.3,7.8,0.7,,1
Thigmothermy,Heating,AY21,40,35,19.2,0,0,7.5546,7.5448,64.65,Ayamonte,1,0.8,0.5,0.3,0.5,0.8,5.4,0.8,,1
Thigmothermy,Heating,EV1,60,35.3,18.9,0,0,6.5996,6.5846,55.21,Evora,1,0.8,0.4,0.5,0.5,1.9,8.2,0.9,,1
Thigmothermy,Cooling,PT1,340,18.4,18.7,0.5,1,10.9363,10.8508,77.16,Portimao,2,,-6.2,-6.2,-6.2,-6.1,-7.8,-8,,2
Thigmothermy,Cooling,PT1,360,18.4,18.7,0.5,1,10.9363,10.8508,77.16,Portimao,2,-7.5,-6.3,-6.3,-6.5,-6.2,-7.7,-8.1,,2
Thigmothermy,Cooling,PT1,380,18.4,18.7,1,1,10.9363,10.8508,77.16,Portimao,2,,-6.5,-6.7,-6.7,-6.3,-7.6,-8.4,,2
Thigmothermy,Cooling,PT1,400,18.4,18.7,1,1,10.9363,10.8508,77.16,Portimao,2,,,,-7,,,-9,,2
Thigmothermy,Cooling,PT1,420,18.4,18.7,1,1,10.9363,10.8508,77.16,Portimao,2,,,-7.1,-7.2,-7,-8.2,-8.9,,2
Thigmothermy,Cooling,PT1,440,18.4,18.7,1,1,10.9363,10.8508,77.16,Portimao,2,,,-7.3,-7.4,-7.4,-8.5,-9.2,,2
Thigmothermy,Cooling,PT1,460,18.4,18.7,1,1,10.9363,10.8508,77.16,Portimao,2,,,-7.6,-7.7,-7.3,-8.1,-9.6,,2
Thigmothermy,Cooling,PT1,480,18.4,18.6,0,1,10.9363,10.8508,77.16,Portimao,2,,,-7.9,-7.9,-7.5,-8.3,-9.8,,2
Thigmothermy,Cooling,PT1,500,18.4,18.6,0,1,10.9363,10.8508,77.16,Portimao,2,,,-8.1,-8.3,-7.7,-8.4,-10.1,,2
Thigmothermy,Cooling,PT1,520,18.4,18.7,0,1,10.9363,10.8508,77.16,Portimao,2,,,-8.2,-8.3,-7.8,-8.4,-10.2,,2
Thigmothermy,Cooling,PT1,540,18.4,18.7,0,1,10.9363,10.8508,77.16,Portimao,2,,,-8.3,-8.3,-7.8,-8.5,-10.2,,2
Thigmothermy,Cooling,PT1,560,18.4,18.7,0.5,1,10.9363,10.8508,77.16,Portimao,2,-8.6,-8.8,-8.5,-8.5,-8.1,-8.6,-10,1,2
Thigmothermy,Cooling,PT1,580,18.4,18.7,0.5,1,10.9363,10.8508,77.16,Portimao,2,,,,,,,,,2
Thigmothermy,Cooling,PT1,600,18.4,18.7,0.5,1,10.9363,10.8508,77.16,Portimao,2,-8.9,-8.6,-8.7,-8.8,-8.5,-8.9,-10.5,,2
Thigmothermy,Cooling,TV14,0,18.7,19,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,0,0,0,0,0,0,0,,2
Thigmothermy,Cooling,TV14,20,18.7,19.1,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,-1.6,-0.4,-0.2,-0.1,-0.8,-6.4,-0.2,,2
Thigmothermy,Heating,TV16,180,35,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,7.2,3.9,4.3,4.5,3.3,6.6,5.8,,1
Thigmothermy,Heating,AY18,40,35.1,18,0.5,0,7.667,7.6553,64.5,Ayamonte,2,0.7,0.3,0.4,0.4,0.4,7.7,0.2,,1
Thigmothermy,Heating,TV2,40,34.9,19.3,0,0,12.0906,12.0754,80.09,Torres Vedras,2,1.9,0.5,0.3,0.4,1.1,8.8,0.4,,1
Thigmothermy,Heating,AY21,80,34.9,19.2,0,0,7.5546,7.5448,64.65,Ayamonte,1,2.1,1.5,1.7,2,2.2,6.8,2.8,,1
Thigmothermy,Heating,AY6,80,35.3,19,0,0,6.9866,6.9767,58.2,Ayamonte,1,2.7,2,1.8,1.8,3,7,4.1,,1
Thigmothermy,Heating,EV17,80,35.1,18.3,0,0,10.4821,10.4698,73.58,Evora,2,4,1.5,1.6,2,3.6,7.4,2.1,,1
Thigmothermy,Heating,PT1,40,35.1,18.2,0,1,10.9363,10.8508,77.16,Portimao,2,1.6,0.6,0.3,0.4,0.7,4.1,0.6,,1
Thigmothermy,Heating,TV14,40,35.1,18.8,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,2.5,0.7,0.6,0.4,1.6,5.6,0.8,,1
Thigmothermy,Cooling,TV14,200,18.5,19.2,0,0,8.1587,8.1162,68.75,Torres Vedras,2,-6.1,-4.8,-4.6,-4.7,-4.8,-10.1,-4.2,,2
Thigmothermy,Cooling,TV14,220,18.5,19.2,0,0,8.1587,8.1162,68.75,Torres Vedras,2,-6,-4.9,-5.2,-5.2,-5.1,-10.2,-4.4,,2
Thigmothermy,Cooling,TV14,240,18.5,19.2,0,0,8.1587,8.1162,68.75,Torres Vedras,2,-6.3,-5.6,-5.8,-5.7,-5.6,-10.4,-5,,2
Thigmothermy,Heating,EV19,40,35,19.4,0,0,11.6478,11.6269,82.07,Evora,2,3.3,0.3,0.3,0.4,2.1,5.9,0.8,,1
Thigmothermy,Heating,PT18,60,35.3,18.9,0,1,12.0487,12.0238,77.51,Portimao,1,1,0.3,0.3,0.4,1.4,6.9,1,,1
Thigmothermy,Heating,PTA,40,34.9,19.1,0,0,7.4231,7.4134,68.14,Portimao,2,1.1,0.6,0.5,0.4,2.2,7.3,1,,1
Thigmothermy,Heating,AY7,40,35.3,19.6,0.5,0,7.2759,7.2654,58.2,Ayamonte,1,0.7,0.1,0.8,0.4,1.4,9,1.3,,1
Thigmothermy,Cooling,TV14,340,19.3,19.2,0,0,8.1587,8.1162,68.75,Torres Vedras,2,-6.4,-6.8,-6.9,-6.9,-6.8,-10.6,-6.6,,2
Thigmothermy,Cooling,TV14,360,19.2,19.2,0,0,8.1587,8.1162,68.75,Torres Vedras,2,-6.5,-6.8,-7.1,-7.1,-7,-10.5,-6.9,,2
Thigmothermy,Cooling,TV14,380,19.1,19.3,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,-6.6,-6.9,-7.3,-7.3,-7.1,-10.6,-7.1,,2
Thigmothermy,Cooling,TV14,400,19,19.3,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,-6.6,-7.1,-7.4,-7.5,-7.2,-10.5,-7.3,,2
Thigmothermy,Cooling,TV14,420,19,19.3,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,-6.7,-7.3,-7.6,-7.7,-7.4,-10.6,-7.5,,2
Thigmothermy,Cooling,TV14,440,19,19.3,0,0,8.1587,8.1162,68.75,Torres Vedras,2,,,,,,,,1,2
Thigmothermy,Cooling,TV14,460,18.9,19.3,0,0,8.1587,8.1162,68.75,Torres Vedras,2,-6.5,-7.2,-7.8,-7.9,-7.5,-10.2,-8.3,1,2
Thigmothermy,Cooling,TV14,480,18.9,19.3,0,0,8.1587,8.1162,68.75,Torres Vedras,2,-6.6,-7.3,-8,-8.2,-7.7,-10.4,-8.4,,2
Thigmothermy,Cooling,TV14,500,18.9,19.3,0,0,8.1587,8.1162,68.75,Torres Vedras,2,-6.8,-7.2,-8.1,-8.3,-7.6,-10.1,-8.5,,2
Thigmothermy,Cooling,TV14,520,18.9,19.3,0,0,8.1587,8.1162,68.75,Torres Vedras,2,-6.7,-7.3,-8.2,-8.4,-7.7,-9.9,-8.5,,2
Thigmothermy,Cooling,TV14,540,18.9,19.3,0,0,8.1587,8.1162,68.75,Torres Vedras,2,-7.3,-7.6,-8.5,-8.7,-7.8,-10.2,-8.6,,2
Thigmothermy,Cooling,TV14,560,18.9,19.3,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,,-7.7,-8.6,-8.8,-7.9,-10.1,-8.8,,2
Thigmothermy,Cooling,TV14,580,18.9,19.4,0,0,8.1587,8.1162,68.75,Torres Vedras,2,,,,,,,-8.8,,2
Thigmothermy,Cooling,TV14,600,18.9,19.4,0,0,8.1587,8.1162,68.75,Torres Vedras,2,-7.6,-8.3,-8.9,-9.1,-8.1,-10.2,-9,,2
Thigmothermy,Cooling,EV19,0,18.9,19.7,0,0,11.6478,11.6269,82.07,Evora,2,0,0,0,0,0,0,0,,2
Thigmothermy,Cooling,EV19,20,18.9,19.6,0,0,11.6478,11.6269,82.07,Evora,2,-1.7,-0.9,-0.4,-0.2,-0.8,-3.9,-0.3,,2
Thigmothermy,Heating,AY6,40,35.3,18.9,0,0,6.9866,6.9767,58.2,Ayamonte,1,1.8,0.9,0.5,0.4,1.3,5.1,1.6,,1
Thigmothermy,Heating,EV12,60,34.9,19,1,1,9.6202,9.6072,64.66,Evora,2,0.9,0.4,0.2,0.3,1.1,10.4,1,,1
Thigmothermy,Heating,TV13,40,35.3,18.9,0,0,6.7359,6.7272,72.67,Torres Vedras,1,3.3,0.8,0.6,0.3,1.9,7.3,1.3,,1
Thigmothermy,Heating,PT1,100,35.1,18.2,0,1,10.9363,10.8508,77.16,Portimao,2,4.3,1.9,1.5,1.8,2.3,7.5,3.3,,1
Thigmothermy,Heating,PT18,80,35.3,18.9,0,1,12.0487,12.0238,77.51,Portimao,1,1.3,0.4,0.7,0.7,2.2,7.7,1.5,,1
Thigmothermy,Heating,AY6,100,35.3,19,0,0,6.9866,6.9767,58.2,Ayamonte,1,3.2,2.6,2.4,2.5,3.6,7.7,5.1,,1
Thigmothermy,Heating,EV8,40,35.3,19.2,0.5,1,9.5652,9.2853,76.37,Evora,1,0.6,0.4,0.2,0.2,1.2,4.8,0.2,,1
Thigmothermy,Heating,PT18,40,35.3,18.9,0,1,12.0487,12.0238,77.51,Portimao,1,0.5,0,0,0.1,0.6,5.2,0.3,,1
Thigmothermy,Cooling,EV19,200,19.6,19.7,0.5,0,11.6478,11.6269,82.07,Evora,2,-4.1,-3.7,-3.6,-3.7,-7.5,-9.1,-4.9,,2
Thigmothermy,Cooling,EV19,220,19.6,19.7,0.5,0,11.6478,11.6269,82.07,Evora,2,-4.5,-4,-3.9,-4,-8.1,-9.4,-5.5,,2
Thigmothermy,Cooling,EV19,240,19.6,19.6,0.5,0,11.6478,11.6269,82.07,Evora,2,-4.6,-4.4,-4.2,-4.4,-8.6,-9.5,-5.9,,2
Thigmothermy,Heating,EV1,40,35.3,18.9,0,0,6.5996,6.5846,55.21,Evora,1,0.5,0.2,0.2,0.1,0.9,6.4,0.4,,1
Thigmothermy,Cooling,PTB,40,19.5,19.6,0,0,11.7068,11.6489,78.17,Portimao,1,-2.6,0.4,0.1,0,-0.6,-8.4,-0.4,,2
Thigmothermy,Heating,AY19,40,34.8,19.1,0,0,10.8708,10.8531,77.85,Ayamonte,2,1.4,,0,0,1.2,6,0.2,,1
Thigmothermy,Heating,EV12,40,34.9,19,1,1,9.6202,9.6072,64.66,Evora,2,0.9,0.2,0.1,0,0.8,9.2,0.7,,1
Thigmothermy,Cooling,EV19,340,19.6,19.5,0.5,0,11.6478,11.6269,82.07,Evora,2,-5.7,-6,-5.4,-5.4,-9.3,-9.5,-7.2,,2
Thigmothermy,Cooling,EV19,360,19.6,19.4,0.5,0,11.6478,11.6269,82.07,Evora,2,-5.9,-6.1,-5.5,-5.6,-9.3,-9.5,-7.3,,2
Thigmothermy,Cooling,EV19,380,19.6,19.5,0.5,0,11.6478,11.6269,82.07,Evora,2,-5.9,-6.2,-5.7,-5.7,-9.3,-9.5,-7.6,,2
Thigmothermy,Cooling,EV19,400,19.6,19.5,0.5,0,11.6478,11.6269,82.07,Evora,2,-5.9,-6.3,-6,-6.1,-9.4,-9.6,-7.7,,2
Thigmothermy,Cooling,EV19,420,19.6,19.4,0.5,0,11.6478,11.6269,82.07,Evora,2,-6.2,-6.6,-6.2,-6.2,-9.5,-9.7,-8,,2
Thigmothermy,Cooling,EV19,440,19.6,19.4,0.5,0,11.6478,11.6269,82.07,Evora,2,-6,-6.5,-6.2,-6.4,-9.5,-9.5,-8.4,,2
Thigmothermy,Cooling,EV19,460,19.6,19.4,0.5,0,11.6478,11.6269,82.07,Evora,2,-6,-6.4,-6.5,-6.6,-9.7,-9.6,-8.6,,2
Thigmothermy,Cooling,EV19,480,19.6,19.4,0.5,0,11.6478,11.6269,82.07,Evora,2,-6.2,-6.4,-6.7,-6.8,-10,-9.7,-8.8,,2
Thigmothermy,Cooling,EV19,500,19.6,19.4,0.5,0,11.6478,11.6269,82.07,Evora,2,-6.2,-6.5,-6.9,-7.1,-10.1,-9.7,-9,,2
Thigmothermy,Cooling,EV19,520,19.7,19.4,0.5,0,11.6478,11.6269,82.07,Evora,2,-6.4,-7.1,-7.1,-7.4,-10.3,-9.8,-9.2,,2
Thigmothermy,Cooling,EV19,540,19.6,19.4,0.5,0,11.6478,11.6269,82.07,Evora,2,-6.4,-7.2,-7.2,-7.5,-10.5,-9.8,-9.3,,2
Thigmothermy,Cooling,EV19,560,19.6,19.4,0.5,0,11.6478,11.6269,82.07,Evora,2,-6.6,-7.4,-7.5,-7.9,-10.6,-9.8,-9.4,,2
Thigmothermy,Cooling,EV19,580,19.6,19.4,0.5,0,11.6478,11.6269,82.07,Evora,2,-6.5,-7.2,-7.6,-7.8,-10.6,-9.6,-9.5,,2
Thigmothermy,Cooling,EV19,600,19.7,19.4,0.5,0,11.6478,11.6269,82.07,Evora,2,-6.8,-7.5,-7.8,-8.1,-10.9,-9.9,-9.8,,2
Heliothermy,Cooling,EV19,0,18.5,18.2,0,0,11.6157,11.6083,82.07,Evora,2,0,0,0,0,0,0,0,,2
Heliothermy,Cooling,TV14,40,18.5,18.6,0,0,7.918,7.905,68.75,Torres Vedras,1,-2.7,-2.9,-3.5,-3.8,-4.4,,,,2
Heliothermy,Cooling,TV14,20,18.5,18.6,0,0,7.918,7.905,68.75,Torres Vedras,1,-2.1,-2,-2.2,-2.4,-2.7,,,,2
Heliothermy,Cooling,AY21,120,19.2,19,0,1,7.657,7.6124,64.65,Ayamonte,3,,,,,,,,1,2
Heliothermy,Cooling,TV10,100,18.8,19.1,1,0,6.3937,6.3826,68.33,Torres Vedras,3,,,,,,,,1,2
Heliothermy,Cooling,AY19,100,19,18.8,0.5,1,10.7872,10.7318,77.85,Ayamonte,3,,,,,,,,,2
Heliothermy,Cooling,TV2,120,18.9,18.7,1,0,12.0274,12.0074,80.09,Torres Vedras,3,,,,,,,,1,2
Heliothermy,Cooling,EV19,140,18.5,18.2,0,0,11.6157,11.6083,82.07,Evora,2,-6.9,-8.5,-7.3,-5.2,-4.8,-3.4,-4.8,,2
Heliothermy,Cooling,EV19,160,18.5,18.2,0,0,11.6157,11.6083,82.07,Evora,2,-7.3,-9.1,-7.9,-5.6,-5.2,-3.6,-5.3,,2
Heliothermy,Cooling,EV19,180,18.5,18.2,0,0,11.6157,11.6083,82.07,Evora,2,-7.7,-9.7,-8.4,-6,-5.6,-3.7,-5.6,,2
Heliothermy,Cooling,EV19,200,18.4,18.2,0,0,11.6157,11.6083,82.07,Evora,2,-8.2,-10.1,-8.8,-6.4,-5.9,-3.7,-5.7,1,2
Heliothermy,Cooling,EV19,220,18.5,18.2,0.5,0,11.6157,11.6083,82.07,Evora,2,-8.9,-10.5,-9.3,-6.9,-6.1,-3.7,-5.9,,2
Heliothermy,Cooling,EV19,240,18.4,18.2,0.5,0,11.6157,11.6083,82.07,Evora,2,-9.1,-11,-9.8,-7.3,,,,,2
Heliothermy,Cooling,TV13,100,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,,,,,,,,1,2
Heliothermy,Cooling,EV17,60,18.9,18.7,0.5,0,10.266,10.2356,73.58,Evora,1,,,,,,,,1,2
Heliothermy,Cooling,EV19,300,18.5,18.2,0.5,0,11.6157,11.6083,82.07,Evora,2,-9.4,-11.8,-10.4,-8,,,,,2
Heliothermy,Cooling,EV19,320,18.4,18.2,0.5,0,11.6157,11.6083,82.07,Evora,2,-9.4,-11.8,-10.5,-8.1,,,,,2
Heliothermy,Cooling,EV19,340,18.4,18.2,0.5,0,11.6157,11.6083,82.07,Evora,2,-9.4,-11.9,-10.7,-8.4,,,,,2
Heliothermy,Cooling,EV19,360,18.4,18.2,0.5,0,11.6157,11.6083,82.07,Evora,2,,,-10.8,-8.3,-7.3,-3.5,-7.2,1,2
Heliothermy,Cooling,EV19,380,18.4,18.2,0.5,0,11.6157,11.6083,82.07,Evora,2,-9.7,-12.3,-11.1,-8.6,-7.4,-3.4,-7.3,,2
Heliothermy,Cooling,EV19,400,18.4,18.2,0.5,0,11.6157,11.6083,82.07,Evora,2,-9.7,-12.4,-11.1,-8.7,-7.5,-3.7,-7.5,,2
Heliothermy,Cooling,EV19,420,18.4,18.2,0.5,0,11.6157,11.6083,82.07,Evora,2,-9.7,-12.5,-11.3,-8.8,-7.6,-3.8,-7.5,,2
Heliothermy,Cooling,EV19,440,18.4,18.2,0.5,0,11.6157,11.6083,82.07,Evora,2,-9.8,-12.6,-11.4,-9,-7.8,-3.8,-7.7,,2
Heliothermy,Cooling,EV19,460,18.4,18.2,0.5,0,11.6157,11.6083,82.07,Evora,2,-9.8,-12.7,-11.3,-9.1,-7.9,-3.8,-7.7,,2
Heliothermy,Cooling,EV19,480,18.4,18.2,0.5,0,11.6157,11.6083,82.07,Evora,2,-9.8,-12.9,-11.6,-9.1,-8,-4,-7.8,,2
Heliothermy,Cooling,EV19,500,18.4,18.2,0.5,0,11.6157,11.6083,82.07,Evora,2,-9.9,-13,-11.8,-9.4,-8.1,-4,-7.8,,2
Heliothermy,Cooling,EV19,520,18.4,18.3,0.5,0,11.6157,11.6083,82.07,Evora,2,-9.8,-12.9,-11.6,-9.3,-8,-3.7,-7.8,,2
Heliothermy,Cooling,EV19,540,18.4,18.2,0.5,0,11.6157,11.6083,82.07,Evora,2,-10,-13.2,-12,-9.6,-8.3,-4,-8,,2
Heliothermy,Cooling,EV19,560,18.4,18.2,0.5,0,11.6157,11.6083,82.07,Evora,2,-10,-13.3,-12,-9.7,-8.3,-4,-8.1,,2
Heliothermy,Cooling,EV19,580,18.4,18.2,0.5,0,11.6157,11.6083,82.07,Evora,2,-10.1,-13.3,-12.1,-9.8,-8.4,-4,-8.2,,2
Heliothermy,Cooling,EV19,600,18.4,18.2,0.5,0,11.6157,11.6083,82.07,Evora,2,-10.2,-13.4,-12.3,-9.9,-8.5,-4.1,-8.3,,2
Heliothermy,Heating,PT14,0,19,19,0,0,7.78,7.763,70.07,Portimao,3,0,0,0,0,0,0,0,,1
Heliothermy,Heating,AY21,0,19.3,18.9,0,1,7.657,7.6124,64.65,Ayamonte,3,0,0,0,0,0,0,0,,1
Heliothermy,Heating,TV10,0,18.6,18.8,0,0,6.3937,6.3826,68.33,Torres Vedras,3,0,0,0,0,0,0,0,,1
Heliothermy,Heating,AY19,0,19,18.8,0,1,10.7872,10.7318,77.85,Ayamonte,3,0,0,0,0,0,0,0,,1
Heliothermy,Heating,AY6,0,19.1,18.8,0,0,7.0416,7.0309,58.2,Ayamonte,3,0,0,0,0,0,0,0,,1
Heliothermy,Heating,TV2,0,18.8,18.6,0,0,12.0274,12.0074,80.09,Torres Vedras,3,0,0,0,0,0,0,0,,1
Heliothermy,Heating,EV8,0,18.8,18.7,0.5,1,9.4573,9.3479,76.37,Evora,3,0,0,0,0,0,0,0,,1
Heliothermy,Heating,TV13,0,18.7,19.1,0,0,6.3713,6.366,72.67,Torres Vedras,1,0,0,0,0,0,0,0,,1
Heliothermy,Heating,EV1,0,18.8,18.9,0.5,0,6.6861,6.6577,55.21,Evora,1,0,0,0,0,0,0,0,,1
Heliothermy,Heating,PTA,0,18.6,18.7,0,0,7.6055,7.5934,68.14,Portimao,1,0,0,0,0,0,0,0,,1
Heliothermy,Heating,AY7,0,18.7,18.5,0,0,7.4611,7.4547,58.2,Ayamonte,1,0,0,0,0,0,0,0,,1
Heliothermy,Heating,PT18,0,18.8,18.6,0.5,1,12.0763,12.0672,77.51,Portimao,1,0,0,0,0,0,0,0,,1
Heliothermy,Heating,TV16,0,18.9,18.5,0,0,6.6971,6.6916,64.02,Torres Vedras,1,0,0,0,0,0,0,0,,1
Heliothermy,Heating,PT1,0,18.3,18.3,0,0,11.5596,11.5235,77.16,Portimao,1,0,0,0,0,0,0,0,,1
Heliothermy,Heating,TV14,0,18.4,18.5,0.5,0,7.918,7.905,68.75,Torres Vedras,1,0,0,0,0,0,0,0,,1
Heliothermy,Heating,EV12,0,18.5,18.3,0.5,1,9.6967,9.6624,64.66,Evora,1,0,0,0,0,0,0,0,,1
Heliothermy,Heating,AY18,0,18.6,18.5,0,0,7.2041,7.202,64.5,Ayamonte,1,0,0,0,0,0,0,0,,1
Heliothermy,Heating,EV17,0,18.8,18.6,0.5,0,10.266,10.2356,73.58,Evora,1,0,0,0,0,0,0,0,,1
Thigmothermy,Heating,EV12,0,34.9,19,0,1,9.6202,9.6072,64.66,Evora,2,0,0,0,0,0,0,0,,1
Thigmothermy,Heating,PTA,0,35,19.1,0,0,7.4231,7.4134,68.14,Portimao,2,0,0,0,0,0,0,0,,1
Thigmothermy,Heating,TV16,0,35,19.1,0,0,6.6253,6.6228,64.02,Torres Vedras,2,0,0,0,0,0,0,0,,1
Thigmothermy,Heating,AY19,0,34.8,19.1,0,0,10.8708,10.8531,77.85,Ayamonte,2,0,0,0,0,0,0,0,,1
Thigmothermy,Heating,TV2,0,34.9,19.3,0,0,12.0906,12.0754,80.09,Torres Vedras,2,0,0,0,0,0,0,0,,1
Thigmothermy,Heating,PT14,0,35,19.1,0.5,1,7.9894,7.9154,70.07,Portimao,2,0,0,0,0,0,0,0,,1
Thigmothermy,Heating,AY21,0,34.9,19.2,0,0,7.5546,7.5448,64.65,Ayamonte,1,0,0,0,0,0,0,0,,1
Thigmothermy,Heating,AY7,0,35.3,19.6,0.5,0,7.2759,7.2654,58.2,Ayamonte,1,0,0,0,0,0,0,0,,1
Thigmothermy,Heating,TV10,0,35.3,19.4,0,0,6.4739,6.4549,68.33,Torres Vedras,1,0,0,0,0,0,0,0,,1
Thigmothermy,Heating,PTB,0,35.4,19.3,0,0,11.7068,11.6489,78.17,Portimao,1,0,0,0,0,0,0,0,,1
Thigmothermy,Heating,PT18,0,35.3,18.9,0,1,12.0487,12.0238,77.51,Portimao,1,0,0,0,0,0,0,0,,1
Thigmothermy,Heating,TV13,0,35.3,18.9,0,0,6.7359,6.7272,72.67,Torres Vedras,1,0,0,0,0,0,0,0,,1
Thigmothermy,Heating,EV1,0,35.3,18.9,0,0,6.5996,6.5846,55.21,Evora,1,0,0,0,0,0,0,0,,1
Thigmothermy,Heating,AY6,0,35.3,18.9,0,0,6.9866,6.9767,58.2,Ayamonte,1,0,0,0,0,0,0,0,,1
Thigmothermy,Heating,EV8,0,35.3,19.2,0.5,1,9.5652,9.2853,76.37,Evora,1,0,0,0,0,0,0,0,,1
Thigmothermy,Heating,EV17,0,35.1,18.3,0,0,10.4821,10.4698,73.58,Evora,2,0,0,0,0,0,0,0,,1
Thigmothermy,Heating,AY18,0,35.1,18,0.5,0,7.667,7.6553,64.5,Ayamonte,2,0,0,0,0,0,0,0,,1
Thigmothermy,Heating,PT1,0,35.1,18.2,0,1,10.9363,10.8508,77.16,Portimao,2,0,0,0,0,0,0,0,,1
Thigmothermy,Heating,TV14,0,35.1,18.8,0.5,0,8.1587,8.1162,68.75,Torres Vedras,2,0,0,0,0,0,0,0,,1
Thigmothermy,Heating,EV19,0,35,19.5,0,0,11.6478,11.6269,82.07,Evora,2,0,0,0,0,0,0,0,,1
Heliothermy,Heating,EV19,0,18.6,18.2,0,0,11.6157,11.6083,82.07,Evora,2,0,0,0,0,0,0,0,,1
Thigmothermy,Heating,PT1,20,35.1,18.2,0,1,10.9363,10.8508,77.16,Portimao,2,0.7,0.3,0,0.2,0.3,2,0,,1
Thigmothermy,Heating,EV1,20,35.3,18.9,0,0,6.5996,6.5846,55.21,Evora,1,0.1,,0.1,0,0.3,3.8,0,,1
