treat,heat,id,time,t_water,t_air,posture,urine,mass_initial,mass_final,svl,population,feed,Snout,Eye,Head,Dorsum,Leg,Foot,Tail,jump,heat2
Heliothermy,Cooling,TV2,160,18.9,18.7,0,0,12.0274,12.0074,80.09,Torres Vedras,3,-5.3,-4.3,-4,-8.3,-8.8,-7.2,-6.1,,2
Heliothermy,Cooling,TV2,180,18.9,18.6,0,0,12.0274,12.0074,80.09,Torres Vedras,3,-5.4,-4.5,-4.3,-8.6,-9.2,-7.5,-6.6,,2
Heliothermy,Cooling,TV2,200,18.9,18.6,0,0,12.0274,12.0074,80.09,Torres Vedras,3,-5.5,-4.7,-4.6,-9.2,-9.5,-7.8,-7.2,,2
Heliothermy,Cooling,TV2,220,18.9,18.6,0,0,12.0274,12.0074,80.09,Torres Vedras,3,-5.5,-5,-4.9,-9.4,-9.7,-8,-7.6,,2
Heliothermy,Cooling,TV2,240,18.9,18.6,0,0,12.0274,12.0074,80.09,Torres Vedras,3,-5.5,-5.2,-5.1,-9.8,-10,-8,-7.8,,2
Heliothermy,Cooling,EV1,100,18.9,18.9,1,0,6.6861,6.6577,55.21,Evora,1,-1.7,-2.9,-4.8,-4.6,-6.1,-4.8,-3.8,1,2
Heliothermy,Cooling,EV12,100,18.6,18.4,0.5,1,9.6967,9.6624,64.66,Evora,1,-2.6,-2.8,-2.2,-4.3,-2.1,,-3.8,,2
Heliothermy,Cooling,TV2,300,18.9,18.6,0,0,12.0274,12.0074,80.09,Torres Vedras,3,-6,-5.8,-5.8,-10.6,-10.9,-8.3,-8.8,,2
Heliothermy,Cooling,TV2,320,18.9,18.6,0,0,12.0274,12.0074,80.09,Torres Vedras,3,-5.8,-5.9,-6,-10.8,-11,-8.4,-9,,2
Heliothermy,Cooling,TV2,340,18.9,18.6,0,0,12.0274,12.0074,80.09,Torres Vedras,3,-6,-5.9,-6.1,-11,-11.2,-8.3,-9.2,,2
Heliothermy,Cooling,TV2,360,18.9,18.6,0,0,12.0274,12.0074,80.09,Torres Vedras,3,-6,-6,-6.3,-11.2,-11.3,-8.3,-9.4,,2
Heliothermy,Cooling,TV2,380,18.9,18.6,0,0,12.0274,12.0074,80.09,Torres Vedras,3,-6.2,-6.3,-6.5,-11.5,-11.7,-8.6,-9.7,,2
Heliothermy,Cooling,TV2,400,18.9,18.6,0,0,12.0274,12.0074,80.09,Torres Vedras,3,-6.3,-6.4,-6.7,-11.6,-11.9,-8.6,-9.8,,2
Heliothermy,Cooling,TV2,420,18.9,18.6,0,0,12.0274,12.0074,80.09,Torres Vedras,3,,-6.5,-6.8,-11.7,-11.8,-8.5,-10,,2
Heliothermy,Cooling,TV2,440,18.9,18.6,0.5,0,12.0274,12.0074,80.09,Torres Vedras,3,-6.7,-6.8,-7,-11.6,-12,-8.5,-10.2,,2
Heliothermy,Cooling,TV2,460,18.9,18.6,0.5,0,12.0274,12.0074,80.09,Torres Vedras,3,,-6.8,-7.1,-11.8,-12.1,-8.6,-10.3,,2
Heliothermy,Cooling,TV2,480,18.9,18.6,0.5,0,12.0274,12.0074,80.09,Torres Vedras,3,-7,-7.1,-7.4,-12.1,-12.5,-8.8,-10.6,,2
Heliothermy,Cooling,TV2,500,18.9,18.6,0.5,0,12.0274,12.0074,80.09,Torres Vedras,3,-6.9,-7,-7.3,-12,-12.3,-8.6,-10.6,,2
Heliothermy,Cooling,TV2,520,18.9,18.6,0.5,0,12.0274,12.0074,80.09,Torres Vedras,3,-7,-7.1,-7.5,-12.2,-12.5,-8.6,-10.6,,2
Heliothermy,Cooling,TV2,540,18.9,18.6,0.5,0,12.0274,12.0074,80.09,Torres Vedras,3,-6.9,-7.1,-7.6,-12.3,-12.6,-8.7,-10.8,,2
Heliothermy,Cooling,TV2,560,18.9,18.6,0.5,0,12.0274,12.0074,80.09,Torres Vedras,3,-6.9,-7.3,-7.6,-12.4,-12.7,-8.6,-10.9,,2
Heliothermy,Cooling,TV2,580,18.9,18.6,0.5,0,12.0274,12.0074,80.09,Torres Vedras,3,-6.9,-7.3,-7.8,-12.5,-12.8,-8.6,-11,,2
Heliothermy,Cooling,TV2,600,18.9,18.6,0.5,0,12.0274,12.0074,80.09,Torres Vedras,3,-7,-7.5,-7.9,-12.6,-12.9,-8.6,-11.1,,2
Heliothermy,Cooling,EV8,0,18.7,18.7,1,1,9.4573,9.3479,76.37,Evora,3,0,0,0,0,0,0,0,,2
Heliothermy,Cooling,PT1,80,18.3,18.5,0.5,0,11.5596,11.5235,77.16,Portimao,1,,-5,-5.2,-5.3,-5.2,-4,-3.9,,2
Heliothermy,Cooling,AY6,20,19,18.8,0,0,7.0416,7.0309,58.2,Ayamonte,3,-0.8,-1.2,-1.5,-2,-2.1,-2.7,-2.7,,2
Heliothermy,Cooling,EV17,20,18.9,18.7,0.5,0,10.266,10.2356,73.58,Evora,1,-0.9,-1.6,-1.3,-1.8,-2,-2.1,-2.7,,2
Heliothermy,Cooling,PT1,100,18.3,18.5,0.5,0,11.5596,11.5235,77.16,Portimao,1,-3.8,-5.2,-5.4,-5.7,-5.9,-4.2,-3.9,,2
Heliothermy,Cooling,PTB,120,18.8,18.6,0.5,1,11.3208,11.2212,78.17,Portimao,1,-4.1,-6.2,-5.1,-4.8,,,-3.9,,2
Heliothermy,Cooling,EV19,100,18.5,18.2,0,0,11.6157,11.6083,82.07,Evora,2,-6.1,-7,-6.1,-4.3,-3.9,-3.1,-4,,2
Heliothermy,Cooling,EV8,140,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-2.9,-3,-4.9,-6.3,-4.6,-5.2,-3.5,,2
Heliothermy,Cooling,EV8,160,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-3.1,-3.1,-5.1,-6.6,-4.8,-5.4,-3.8,,2
Heliothermy,Cooling,EV8,180,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-3.1,-3.2,-5.2,-6.8,-4.9,-5.4,-3.9,,2
Heliothermy,Cooling,EV8,200,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-3.5,-3.6,-5.5,-7.1,-5.4,-5.6,-4.2,,2
Heliothermy,Cooling,EV8,220,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-3.3,-3.8,-5.8,-7.3,-5.8,-5.8,-4.5,,2
Heliothermy,Cooling,EV8,240,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-3.4,-3.9,-5.9,-7.5,-6.1,-5.8,-4.7,,2
Heliothermy,Cooling,TV10,120,18.8,19.1,0,0,6.3937,6.3826,68.33,Torres Vedras,3,-3,-3.6,-4.6,-4.8,-2.3,-4.4,-4,1,2
Heliothermy,Cooling,TV2,80,18.9,18.7,0,0,12.0274,12.0074,80.09,Torres Vedras,3,-4,-3.2,-2.7,-5.4,-6.1,-6.2,-4,,2
Heliothermy,Cooling,EV8,300,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-4.1,-4.6,-6.5,-8,-6.8,-6,-5.2,,2
Heliothermy,Cooling,EV8,320,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-4.2,-4.7,-6.7,-8.2,-7,-6.1,-5.5,,2
Heliothermy,Cooling,EV8,340,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-4.1,-4.9,-7,-8.4,-7.3,-6.3,-5.7,,2
Heliothermy,Cooling,EV8,360,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-4.4,-5,-7,-8.5,-7.3,-6.2,-5.8,,2
Heliothermy,Cooling,EV8,380,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-4.5,-5.2,-7.2,-8.7,-7.5,-6.3,-6,,2
Heliothermy,Cooling,EV8,400,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-4.5,-5.2,-7.3,-8.9,-7.5,-6.3,-6.2,,2
Heliothermy,Cooling,EV8,420,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-4.5,-5.3,-7.5,-8.9,-7.6,-6.3,-6.2,,2
Heliothermy,Cooling,EV8,440,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-4.6,-5.4,-7.7,-9.2,-7.8,-6.4,-6.5,,2
Heliothermy,Cooling,EV8,460,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-4.6,-5.5,-7.7,-9.2,-7.8,-6.3,-6.5,,2
Heliothermy,Cooling,EV8,480,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-4.6,-5.6,-7.7,-9.3,-7.8,-6.3,-6.5,,2
Heliothermy,Cooling,EV8,500,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-5,-5.8,-8,-9.5,-8,-6.4,-6.7,,2
Heliothermy,Cooling,EV8,520,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-5.1,-6,-8.1,-9.6,-8.1,-6.4,-6.8,,2
Heliothermy,Cooling,EV8,540,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-5.1,-5.9,-8.1,-9.7,-8.1,-6.4,-6.9,,2
Heliothermy,Cooling,EV8,560,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-5.2,-6.1,-8.3,-9.8,-8.1,-6.3,-7,,2
Heliothermy,Cooling,EV8,580,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-5.4,-6.4,-8.5,-10,-8.2,-6.6,-7.2,,2
Heliothermy,Cooling,EV8,600,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-5.3,-6.4,-8.7,-10.2,-8.4,-6.6,-7.3,,2
Heliothermy,Cooling,TV13,0,18.8,19.2,0.5,0,6.3713,6.366,72.67,Torres Vedras,1,0,0,0,0,0,0,0,,2
Heliothermy,Cooling,AY18,260,18.7,18.6,0.5,0,7.2041,7.202,64.5,Ayamonte,1,-6.4,-7.3,-7.2,-7.7,-7,-3.3,-4.1,,2
Heliothermy,Cooling,TV2,40,18.9,18.7,0,0,12.0274,12.0074,80.09,Torres Vedras,3,-4,-2.2,-1.6,-3.8,-4,-4.2,-2.6,,2
Heliothermy,Cooling,EV1,40,18.9,18.9,0,0,6.6861,6.6577,55.21,Evora,1,-0.7,-1,-2.4,-2.9,-3.2,-3.4,-2.6,,2
Heliothermy,Cooling,EV12,120,18.6,18.4,0.5,1,9.6967,9.6624,64.66,Evora,1,-2.7,-3.3,-2.7,-4.6,-2.4,,-4.1,,2
Heliothermy,Cooling,PT14,100,19.1,19,1,0,7.78,7.763,70.07,Portimao,3,-3.9,-4.7,-5,-7.7,-1.8,,-4.2,,2
Heliothermy,Cooling,AY21,80,19.2,19,0.5,1,7.657,7.6124,64.65,Ayamonte,3,-1.7,-2.2,-2.1,-5.2,-4.5,-3.5,-4.3,,2
Heliothermy,Cooling,TV13,140,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,-6.5,-6.5,-6,-6.7,-8.1,-7.3,-8.2,,2
Heliothermy,Cooling,TV13,160,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,-6.5,-6.9,-6.7,-7.2,-8.6,-7.7,-9,,2
Heliothermy,Cooling,TV13,180,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,-6.5,-7.5,-7.2,-7.8,-8.8,-7.8,-9.6,,2
Heliothermy,Cooling,TV13,200,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,,-8.5,-8,-8.4,-9.3,-8.3,-10.3,,2
Heliothermy,Cooling,TV13,220,18.8,19.2,0.5,0,6.3713,6.366,72.67,Torres Vedras,1,-7.6,-8.9,-8.8,-8.7,-9.7,-9.2,-10.2,,2
Heliothermy,Cooling,TV13,240,18.8,19.2,0.5,0,6.3713,6.366,72.67,Torres Vedras,1,,,,,,,,,2
Heliothermy,Cooling,AY18,280,18.7,18.6,0.5,0,7.2041,7.202,64.5,Ayamonte,1,-6.6,-7.7,-7.5,-8,-7.3,-3.3,-4.4,,2
Heliothermy,Cooling,PT18,80,18.8,18.6,0.5,1,12.0763,12.0672,77.51,Portimao,1,-2.4,-2.7,-3.5,-5.4,-7.3,-5,-4.4,,2
Heliothermy,Cooling,TV13,300,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,-7.9,-10,-10.2,-10.5,-11.1,-8.6,-11.3,,2
Heliothermy,Cooling,TV13,320,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,-8.1,-10.4,-10.7,-11,-11.4,-8.6,-11.7,,2
Heliothermy,Cooling,TV13,340,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,-8.4,-10.8,-11.1,-11.3,-11.6,-8.7,-12,,2
Heliothermy,Cooling,TV13,360,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,-8.5,-10.9,-11.4,-11.6,-11.9,-8.7,-12.2,,2
Heliothermy,Cooling,TV13,380,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,-8.7,-11.3,-11.6,-11.9,-12.1,-8.9,-12.4,,2
Heliothermy,Cooling,TV13,400,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,-8.6,-11.5,-11.9,-12.2,-12.3,-9.1,-12.6,,2
Heliothermy,Cooling,TV13,420,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,-8.7,-11.6,-12.2,-12.5,-12.5,-9.2,-12.9,,2
Heliothermy,Cooling,TV13,440,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,-8.9,-11.9,-12.4,-12.7,-12.8,-9.2,-13.1,,2
Heliothermy,Cooling,TV13,460,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,-8.9,-12.3,-12.6,-12.9,-12.8,-9.2,-13.2,,2
Heliothermy,Cooling,TV13,480,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,-8.9,-12.2,-12.6,-13,-13,-9.4,-13.3,,2
Heliothermy,Cooling,TV13,500,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,-9,-12.3,-12.9,-13.2,-13.2,-9.7,-13.5,,2
Heliothermy,Cooling,TV13,520,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,-9.3,-12.5,-13,-13.4,-13.5,-9.9,-13.8,,2
Heliothermy,Cooling,TV13,540,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,-9.3,-12.5,-13,-13.5,-13.6,-9.9,-13.8,,2
Heliothermy,Cooling,TV13,560,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,-9.4,-12.7,-13.2,-13.6,-13.7,-9.9,-14,,2
Heliothermy,Cooling,TV13,580,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,-9.4,-12.7,-13.3,-13.6,-13.8,-10,-14.1,,2
Heliothermy,Cooling,TV13,600,18.8,19.2,0,0,6.3713,6.366,72.67,Torres Vedras,1,-9.4,-12.8,-13.3,-13.7,-13.8,-9.9,-14.1,,2
Heliothermy,Cooling,EV1,0,18.9,18.9,0,0,6.6861,6.6577,55.21,Evora,1,0,0,0,0,0,0,0,,2
Heliothermy,Cooling,EV19,40,18.5,18.2,0,0,11.6157,11.6083,82.07,Evora,2,-3.9,-4.4,-3.8,-2.5,-2.2,-2.2,-2.6,,2
Heliothermy,Cooling,TV13,20,18.8,19.2,0.5,0,6.3713,6.366,72.67,Torres Vedras,1,-1.5,-2.2,-2,-2.2,-2.7,-3.1,-2.5,,2
Heliothermy,Cooling,PT1,40,18.3,18.5,0.5,0,11.5596,11.5235,77.16,Portimao,1,,-3.9,-3.6,-3.4,-3.5,-2.7,-2.5,,2
Heliothermy,Cooling,PT14,120,19.2,19,1,0,7.78,7.763,70.07,Portimao,3,-3.8,-5,-5.4,-8.2,-2.1,,-4.6,,2
Heliothermy,Cooling,TV14,260,18.5,18.5,0,0,7.918,7.905,68.75,Torres Vedras,1,-4.8,-7.7,-9.6,-10.4,-9.6,-2.4,-4.7,,2
Heliothermy,Cooling,EV19,120,18.5,18.2,0,0,11.6157,11.6083,82.07,Evora,2,-6.6,-7.8,-6.8,-4.7,-4.5,-3.4,-4.7,,2
Heliothermy,Cooling,EV1,140,18.9,18.9,1,0,6.6861,6.6577,55.21,Evora,1,-2.7,-3.9,-5.6,-5.9,-7.2,-5.3,-5.2,,2
Heliothermy,Cooling,EV1,160,18.9,18.8,1,0,6.6861,6.6577,55.21,Evora,1,-2.3,-4.1,-5.9,-6.1,-7.6,-5.4,-5.7,,2
Heliothermy,Cooling,EV1,180,18.9,18.8,1,0,6.6861,6.6577,55.21,Evora,1,-2.8,-4.6,-6.3,-6.6,-8.5,-5.3,-6.1,,2
Heliothermy,Cooling,EV1,200,18.9,18.8,1,0,6.6861,6.6577,55.21,Evora,1,-3.2,-5,-6.5,-6.7,-8.6,-5.6,-6.3,,2
Heliothermy,Cooling,EV1,220,18.9,18.8,1,0,6.6861,6.6577,55.21,Evora,1,-3.3,-5.5,-7,-7.1,-8.7,-6,-6.7,,2
Heliothermy,Cooling,EV1,240,18.9,18.8,1,0,6.6861,6.6577,55.21,Evora,1,-3,-5.6,-7.1,-7.2,-8.8,-6.1,-6.9,,2
Heliothermy,Cooling,TV16,80,18.9,18.6,0.5,0,6.6971,6.6916,64.02,Torres Vedras,1,-4.5,-5.1,-5.5,-4.2,-4,-3.7,-4.7,,2
Heliothermy,Cooling,AY7,260,18.7,18.6,0.5,0,7.4611,7.4547,58.2,Ayamonte,1,-9.1,-11.1,-7.4,-7.4,-6.8,-4.3,-4.7,,2
Heliothermy,Cooling,EV1,300,18.9,18.8,1,0,6.6861,6.6577,55.21,Evora,1,-3.8,-6.2,-7.8,-7.9,-10,-6.2,-7.8,,2
Heliothermy,Cooling,EV1,320,18.9,18.8,0.5,0,6.6861,6.6577,55.21,Evora,1,-4.1,-6.4,-8.1,-8,-9.6,-6,-8,,2
Heliothermy,Cooling,EV1,340,18.9,18.8,0.5,0,6.6861,6.6577,55.21,Evora,1,-4.5,-6.6,-8.2,-8.2,-9.9,,-8.2,,2
Heliothermy,Cooling,EV1,360,18.9,18.8,0.5,0,6.6861,6.6577,55.21,Evora,1,-4.6,-6.8,-8.4,-8.4,-10.3,,-8.4,,2
Heliothermy,Cooling,EV1,380,18.9,18.8,0.5,0,6.6861,6.6577,55.21,Evora,1,-4.9,-7,-8.6,-8.7,-10.5,,-8.6,,2
Heliothermy,Cooling,EV1,400,18.9,18.7,0.5,0,6.6861,6.6577,55.21,Evora,1,-5.1,-7.2,-8.9,-9,-10.8,,-8.9,,2
Heliothermy,Cooling,EV1,420,18.9,18.7,1,0,6.6861,6.6577,55.21,Evora,1,-5.2,-7.7,-9.1,-9,-11,,-9.1,,2
Heliothermy,Cooling,EV1,440,18.9,18.7,1,0,6.6861,6.6577,55.21,Evora,1,-5.1,-7.8,-9.2,-9.1,-11.2,,-9.1,,2
Heliothermy,Cooling,EV1,460,19,18.7,1,0,6.6861,6.6577,55.21,Evora,1,-5.1,-8,-9.4,-9.4,-11.4,,-9.3,,2
Heliothermy,Cooling,EV1,480,18.9,18.7,1,0,6.6861,6.6577,55.21,Evora,1,-5.1,-8,-9.6,-9.6,-11.6,,-9.6,,2
Heliothermy,Cooling,EV1,500,18.9,18.7,1,0,6.6861,6.6577,55.21,Evora,1,-5.2,-8,-9.7,-9.8,-11.7,,-9.7,,2
Heliothermy,Cooling,EV1,520,19,18.7,1,0,6.6861,6.6577,55.21,Evora,1,,,,,,,,,2
Heliothermy,Cooling,EV1,540,18.9,18.7,1,0,6.6861,6.6577,55.21,Evora,1,-5.3,-8.3,-10.1,-10.1,-11.9,-6.8,-10.1,,2
Heliothermy,Cooling,EV1,560,18.9,18.7,1,0,6.6861,6.6577,55.21,Evora,1,-5.4,-8.3,-10.1,-10.1,-12,-6.9,-10.2,,2
Heliothermy,Cooling,EV1,580,18.9,18.7,1,0,6.6861,6.6577,55.21,Evora,1,-5.4,-8.4,-10.2,-10.2,-12.2,-6.9,-10.3,,2
Heliothermy,Cooling,EV1,600,18.9,18.7,1,0,6.6861,6.6577,55.21,Evora,1,-5.6,-8.6,-10.3,-10.3,-12.3,-6.8,-10.5,,2
Heliothermy,Cooling,PTA,0,18.6,18.7,0.5,0,7.6055,7.5934,68.14,Portimao,1,0,0,0,0,0,0,0,,2
Heliothermy,Cooling,EV1,120,18.9,18.9,1,0,6.6861,6.6577,55.21,Evora,1,-2.4,-3.5,-5.1,-5.2,-6.8,-5.3,-4.7, ,2
Heliothermy,Cooling,PT14,40,19.2,19,0,0,7.78,7.763,70.07,Portimao,3,-2.2,-2.3,-2.9,-4.4,-1.1,-1.6,-2.4,,2
Heliothermy,Cooling,TV13,60,18.8,19.2,0.5,0,6.3713,6.366,72.67,Torres Vedras,1,-3,-3.8,-3.7,-4.1,,-4.7,-4.8,,2
Heliothermy,Cooling,PT18,100,18.8,18.6,0.5,1,12.0763,12.0672,77.51,Portimao,1,-2.3,-3.1,-3.8,-6,-8.1,-5.4,-4.8,,2
Heliothermy,Cooling,TV2,100,18.9,18.7,1,0,12.0274,12.0074,80.09,Torres Vedras,3,-5.1,-4.2,-3.9,-6.4,-7.1,-6,-4.8,,2
Heliothermy,Cooling,EV8,260,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-3.5,-4.1,-6.1,-7.7,-6.2,-6,-4.9,,2
Heliothermy,Cooling,PTA,140,18.6,18.6,1,0,7.6055,7.5934,68.14,Portimao,1,-4.5,-3.8,-5.2,-5.7,-6.4,-3.9,-5.2,,2
Heliothermy,Cooling,PTA,160,18.6,18.6,1,0,7.6055,7.5934,68.14,Portimao,1,-4.6,-4.3,-5.7,-6.3,-6.8,-3.9,-5.5,,2
Heliothermy,Cooling,PTA,180,18.6,18.6,1,0,7.6055,7.5934,68.14,Portimao,1,-4.8,-4.6,-6.1,-6.8,-7.3,-4.2,-6.1,,2
Heliothermy,Cooling,PTA,200,18.6,18.6,1,0,7.6055,7.5934,68.14,Portimao,1,-5,-5,-6.4,-7.1,-7.6,-4.3,-6.2,,2
Heliothermy,Cooling,PTA,220,18.6,18.6,1,0,7.6055,7.5934,68.14,Portimao,1,-5.2,-5.3,-6.7,-7.4,-8,-4.5,-6.6,,2
Heliothermy,Cooling,PTA,240,18.6,18.6,1,0,7.6055,7.5934,68.14,Portimao,1,-4.9,-5.5,-7,-7.6,-8.1,-4.5,-6.8,,2
Heliothermy,Cooling,AY21,100,19.2,19,0.5,1,7.657,7.6124,64.65,Ayamonte,3,-2,-2.6,-2.6,-5.8,-5,-3.2,-5,,2
Heliothermy,Cooling,TV14,280,18.5,18.5,0,0,7.918,7.905,68.75,Torres Vedras,1,-5,-8,-9.9,-10.8,-9.6,-2.4,-5.1,,2
Heliothermy,Cooling,PTA,300,18.6,18.6,1,0,7.6055,7.5934,68.14,Portimao,1,-5.4,-6.1,-7.8,-8.3,-9,-4.8,-7.4,,2
Heliothermy,Cooling,PTA,320,18.6,18.6,1,0,7.6055,7.5934,68.14,Portimao,1,-5.7,-6.4,-8,-8.6,-9.3,-4.8,-7.7,,2
Heliothermy,Cooling,PTA,340,18.6,18.6,1,0,7.6055,7.5934,68.14,Portimao,1,-5.9,-6.9,-8.4,-8.9,-9.6,-4.9,-7.9,,2
Heliothermy,Cooling,PTA,360,18.6,18.6,1,0,7.6055,7.5934,68.14,Portimao,1,-6.1,-6.9,-8.7,-9.2,-9.7,-5.1,-8.2,,2
Heliothermy,Cooling,PTA,380,18.6,18.6,1,0,7.6055,7.5934,68.14,Portimao,1,-5.9,-7.1,-8.8,-9.4,-9.7,-5,-8.1,,2
Heliothermy,Cooling,PTA,400,18.6,18.6,1,0,7.6055,7.5934,68.14,Portimao,1,-6.2,-7.3,-9,-9.7,-9.8,-5.1,-8.5,,2
Heliothermy,Cooling,PTA,420,18.6,18.6,1,0,7.6055,7.5934,68.14,Portimao,1,-6.4,-7.6,-9.4,-10,-10.1,-5.1,-8.7,,2
Heliothermy,Cooling,PTA,440,18.6,18.6,1,0,7.6055,7.5934,68.14,Portimao,1,-6.3,-7.5,-9.6,-10.1,-10,-5.1,-8.8,,2
Heliothermy,Cooling,PTA,460,18.6,18.6,1,0,7.6055,7.5934,68.14,Portimao,1,-6.4,-7.8,-9.8,-10.3,-10.1,-5.2,-9.1,,2
Heliothermy,Cooling,PTA,480,18.6,18.5,1,0,7.6055,7.5934,68.14,Portimao,1,-6.2,-7.9,-9.9,-10.5,-10.2,-5,-9.2,,2
Heliothermy,Cooling,PTA,500,18.6,18.5,1,0,7.6055,7.5934,68.14,Portimao,1,-6.5,-7.8,-10.1,-10.7,-10.2,-5.2,-9.3,,2
Heliothermy,Cooling,PTA,520,18.6,18.6,0.5,0,7.6055,7.5934,68.14,Portimao,1,,,,,,,,1,2
Heliothermy,Cooling,PTA,540,18.6,18.5,0.5,0,7.6055,7.5934,68.14,Portimao,1,-6.7,-8.1,-10.4,-10.9,,-5.1,-9.6,1,2
Heliothermy,Cooling,PTA,560,18.6,18.5,0.5,0,7.6055,7.5934,68.14,Portimao,1,,,,,,,-10.2,1,2
Heliothermy,Cooling,PTA,580,18.6,18.5,0,0,7.6055,7.5934,68.14,Portimao,1,-7.3,-8.8,-10.8,-11.4,-10.4,-5.2,-10.1,,2
Heliothermy,Cooling,PTA,600,18.6,18.5,0,0,7.6055,7.5934,68.14,Portimao,1,-7.8,-9,-11.1,-11.6,-10.5,-5.2,-10.4,,2
Heliothermy,Cooling,AY7,0,18.7,18.6,0,0,7.4611,7.4547,58.2,Ayamonte,1,0,0,0,0,0,0,0,,2
Heliothermy,Cooling,AY7,280,18.7,18.6,0.5,0,7.4611,7.4547,58.2,Ayamonte,1,-9.4,-11.6,-7.8,-7.7,-7.2,-4.5,-5.1,,2
Heliothermy,Cooling,EV12,40,18.6,18.4,0.5,1,9.6967,9.6624,64.66,Evora,1,-1.4,-1.4,-0.5,-2.7,-1.1,,-2.3,1,2
Heliothermy,Cooling,EV8,280,18.6,18.7,1,1,9.4573,9.3479,76.37,Evora,3,-4,-4.4,-6.3,-7.8,-6.6,-6.1,-5.1,,2
Heliothermy,Cooling,AY6,60,18.9,18.8,0.5,0,7.0416,7.0309,58.2,Ayamonte,3,-1.7,-2.2,-3.2,-3.8,-4.8,-4.5,-5.2,,2
Heliothermy,Cooling,PT18,120,18.8,18.6,0.5,1,12.0763,12.0672,77.51,Portimao,1,-2.4,-3.5,-4.4,-6.7,-9,-5.8,-5.3,,2
Heliothermy,Cooling,AY19,280,18.9,18.8,0,1,10.7872,10.7318,77.85,Ayamonte,3,-5.5,-3.3,-2.2,-8.4,-5.7,-6.1,-5.3,1,2
Heliothermy,Cooling,AY7,140,18.7,18.6,0.5,0,7.4611,7.4547,58.2,Ayamonte,1,-7.4,-9.3,-5.5,-5.4,-5.6,-3.9,-2.8,,2
Heliothermy,Cooling,AY7,160,18.7,18.6,1,0,7.4611,7.4547,58.2,Ayamonte,1,-7.9,-9.7,-6,-5.9,-5.9,-4.1,-4.2,,2
Heliothermy,Cooling,AY7,180,18.7,18.6,1,0,7.4611,7.4547,58.2,Ayamonte,1,-8.1,-10,-6.3,-6.3,-6.1,,-4,,2
Heliothermy,Cooling,AY7,200,18.7,18.6,0.5,0,7.4611,7.4547,58.2,Ayamonte,1,-8.3,-10.4,-6.6,-6.5,-6.1,-3.7,-4,,2
Heliothermy,Cooling,AY7,220,18.7,18.6,0.5,0,7.4611,7.4547,58.2,Ayamonte,1,-8.4,-10.6,-6.9,-6.8,-6.4,-4.2,-4.2,,2
Heliothermy,Cooling,AY7,240,18.7,18.6,0.5,0,7.4611,7.4547,58.2,Ayamonte,1,-8.8,-10.9,-7.2,-7.1,-6.6,-4.3,-4.4,,2
